PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
AK,11260,"Anchorage, AK",11-0000,Management Occupations,major,"9,950",2.5,57.38,1.12,55.28,"114,980",1.6,25.75,35.8,48.82,65.62,92.45,"53,570","74,470","101,560","136,490","192,300",,
AK,11260,"Anchorage, AK",13-0000,Business and Financial Operations Occupations,major,"8,940",3.3,51.567,0.98,37.63,"78,260",1.9,20.61,27.08,35.21,46.08,58.26,"42,870","56,320","73,230","95,850","121,190",,
AK,11260,"Anchorage, AK",15-0000,Computer and Mathematical Occupations,major,"3,570",9.2,20.606,0.69,41.3,"85,900",3,21.59,27.96,38.11,48.82,64.47,"44,910","58,150","79,270","101,550","134,090",,
AK,11260,"Anchorage, AK",17-0000,Architecture and Engineering Occupations,major,"4,820",3.4,27.787,1.57,51.75,"107,650",3.4,25.7,34.53,46.06,61.02,79.97,"53,460","71,820","95,810","126,920","166,340",,
AK,11260,"Anchorage, AK",19-0000,"Life, Physical, and Social Science Occupations",major,"2,480",4.4,14.325,1.78,39.72,"82,610",2.7,21.61,28.02,37.32,47.22,59.26,"44,960","58,280","77,620","98,210","123,270",,
AK,11260,"Anchorage, AK",21-0000,Community and Social Service Occupations,major,"3,690",4.3,21.256,1.45,26.04,"54,170",4.4,14.41,17.89,24.53,32,39.99,"29,970","37,200","51,020","66,550","83,180",,
AK,11260,"Anchorage, AK",23-0000,Legal Occupations,major,"1,400",6.1,8.062,1.05,46.61,"96,940",5.6,23.29,29.96,41.58,57.74,76.6,"48,450","62,320","86,480","120,100","159,320",,
AK,11260,"Anchorage, AK",25-0000,"Education, Training, and Library Occupations",major,"9,490",1.9,54.729,0.89,31.96,"66,470",3.3,13.72,20.48,31.33,41.94,51,"28,540","42,600","65,160","87,230","106,080",,
AK,11260,"Anchorage, AK",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,030",7.7,11.687,0.87,27.91,"58,050",5.6,11.45,16.69,23.28,33.39,49.38,"23,820","34,720","48,430","69,460","102,710",,
AK,11260,"Anchorage, AK",29-0000,Healthcare Practitioners and Technical Occupations,major,"10,620",4.5,61.252,1.03,46.15,"96,000",3.1,19.42,27.49,39,53.59,77.18,"40,400","57,180","81,120","111,460","160,540",,
AK,11260,"Anchorage, AK",31-0000,Healthcare Support Occupations,major,"5,160",7.4,29.748,1.03,21.69,"45,120",4.3,11.93,16.09,19.44,24.55,33.54,"24,820","33,460","40,430","51,070","69,770",,
AK,11260,"Anchorage, AK",33-0000,Protective Service Occupations,major,"4,020",4.9,23.188,0.97,29.11,"60,540",5.4,13.67,18.68,27.21,37.35,47.93,"28,440","38,850","56,590","77,690","99,700",,
AK,11260,"Anchorage, AK",35-0000,Food Preparation and Serving Related Occupations,major,"16,790",3.3,96.816,1.05,13.32,"27,710",1.8,10.07,10.38,11.66,14.71,19.04,"20,950","21,600","24,250","30,590","39,590",,
AK,11260,"Anchorage, AK",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"4,850",7.7,27.988,0.9,16.5,"34,310",3.2,10.49,11.96,15.08,19.08,24.33,"21,820","24,870","31,360","39,690","50,610",,
AK,11260,"Anchorage, AK",39-0000,Personal Care and Service Occupations,major,"7,860",4.5,45.327,1.25,15.04,"31,280",1.5,10.2,11.59,14.34,17.54,20.04,"21,210","24,110","29,830","36,470","41,680",,
AK,11260,"Anchorage, AK",41-0000,Sales and Related Occupations,major,"15,330",4.9,88.401,0.87,19.32,"40,180",2.3,10.29,11.38,14.46,22.36,34.18,"21,400","23,670","30,070","46,500","71,100",,
AK,11260,"Anchorage, AK",43-0000,Office and Administrative Support Occupations,major,"29,160",2.3,168.118,1.09,20.8,"43,270",1.2,12.35,15.26,19.59,25.23,30.4,"25,680","31,740","40,760","52,480","63,220",,
AK,11260,"Anchorage, AK",45-0000,"Farming, Fishing, and Forestry Occupations",major,,,,,13.26,"27,570",5.7,10.17,10.56,11.19,11.83,22.59,"21,160","21,950","23,280","24,610","46,990",,
AK,11260,"Anchorage, AK",47-0000,Construction and Extraction Occupations,major,"7,960",4.2,45.899,1.14,32.13,"66,830",1.5,18.58,24.04,31.52,39.4,47.3,"38,650","50,010","65,560","81,950","98,390",,
AK,11260,"Anchorage, AK",49-0000,"Installation, Maintenance, and Repair Occupations",major,"8,450",4.3,48.696,1.26,29.72,"61,820",2,16.13,21.06,29.33,37.2,45.36,"33,560","43,810","61,000","77,370","94,360",,
AK,11260,"Anchorage, AK",51-0000,Production Occupations,major,"3,290",5.6,18.961,0.3,22.73,"47,290",3.9,10.92,13.78,19.52,28.6,39.59,"22,710","28,650","40,600","59,490","82,340",,
AK,11260,"Anchorage, AK",53-0000,Transportation and Material Moving Occupations,major,"13,450",4.2,77.564,1.11,29.03,"60,380",6.4,11.83,15.14,21.58,31.48,57.05,"24,610","31,490","44,890","65,490","118,670",,
AK,21820,"Fairbanks, AK",11-0000,Management Occupations,major,"2,070",5,56.4,1.1,46.47,"96,650",2,24.79,32.32,43.44,55.65,70.84,"51,560","67,230","90,360","115,750","147,360",,
AK,21820,"Fairbanks, AK",13-0000,Business and Financial Operations Occupations,major,"1,330",3.9,36.398,0.69,37.27,"77,510",2.9,21.98,27.65,34.52,43.44,51.66,"45,720","57,520","71,810","90,360","107,460",,
AK,21820,"Fairbanks, AK",15-0000,Computer and Mathematical Occupations,major,570,6.3,15.544,0.52,37.49,"77,980",3.3,23.88,29.22,36.45,44.71,50.63,"49,660","60,780","75,810","93,000","105,310",,
AK,21820,"Fairbanks, AK",17-0000,Architecture and Engineering Occupations,major,830,9.8,22.695,1.29,45.4,"94,440",5,24.73,31.72,41.58,53.14,68.81,"51,440","65,980","86,490","110,530","143,120",,
AK,21820,"Fairbanks, AK",19-0000,"Life, Physical, and Social Science Occupations",major,"1,140",2.4,31.156,3.87,32.6,"67,800",2.4,19.38,23.31,29.9,39.32,48.57,"40,300","48,490","62,190","81,780","101,020",,
AK,21820,"Fairbanks, AK",21-0000,Community and Social Service Occupations,major,780,12,21.369,1.45,24,"49,920",1.9,14.41,17.03,21.92,29.37,38.34,"29,970","35,420","45,600","61,080","79,740",,
AK,21820,"Fairbanks, AK",23-0000,Legal Occupations,major,200,8.3,5.498,0.72,44.04,"91,610",3,23.96,29,39.51,53.48,74.03,"49,830","60,310","82,170","111,240","153,990",,
AK,21820,"Fairbanks, AK",25-0000,"Education, Training, and Library Occupations",major,,,,,35.5,"73,840",2.6,17.61,24.11,34.82,45.63,57.05,"36,620","50,140","72,420","94,910","118,660",,
AK,21820,"Fairbanks, AK",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,320,8.8,8.726,0.65,23.39,"48,660",4.8,12.33,16.57,22.35,29.12,36.25,"25,650","34,460","46,500","60,570","75,400",,
AK,21820,"Fairbanks, AK",29-0000,Healthcare Practitioners and Technical Occupations,major,"2,110",2.7,57.666,0.97,48.38,"100,630",9,21.25,29.03,38.95,51.56,86.96,"44,190","60,370","81,020","107,250","180,880",,
AK,21820,"Fairbanks, AK",31-0000,Healthcare Support Occupations,major,670,9.1,18.172,0.63,21.66,"45,050",2.3,16.26,17.85,20.65,23.82,27.94,"33,820","37,140","42,950","49,550","58,120",,
AK,21820,"Fairbanks, AK",33-0000,Protective Service Occupations,major,890,11.7,24.412,1.02,25.56,"53,170",6.7,12.01,18.2,23.82,31.3,41.21,"24,970","37,850","49,540","65,100","85,720",,
AK,21820,"Fairbanks, AK",35-0000,Food Preparation and Serving Related Occupations,major,"3,370",8.5,92.037,0.99,13.93,"28,970",2.6,10.08,10.81,12.1,15.98,19.59,"20,970","22,490","25,160","33,240","40,740",,
AK,21820,"Fairbanks, AK",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"1,760",15.8,47.92,1.54,15.78,"32,810",2.5,10.5,11.88,14.71,18.22,23.32,"21,840","24,710","30,600","37,900","48,510",,
AK,21820,"Fairbanks, AK",39-0000,Personal Care and Service Occupations,major,910,12.9,24.731,0.68,16.68,"34,700",2.7,10.68,12.91,15.8,18.64,23.87,"22,220","26,840","32,860","38,760","49,660",,
AK,21820,"Fairbanks, AK",41-0000,Sales and Related Occupations,major,"3,300",6.8,89.941,0.88,16.5,"34,320",2.2,10.41,11.48,14.14,18.44,25.94,"21,660","23,870","29,400","38,360","53,960",,
AK,21820,"Fairbanks, AK",43-0000,Office and Administrative Support Occupations,major,"6,190",4.2,168.786,1.1,21.11,"43,900",1.6,12.47,15.83,20.07,25.17,30.69,"25,930","32,920","41,750","52,350","63,840",,
AK,21820,"Fairbanks, AK",45-0000,"Farming, Fishing, and Forestry Occupations",major,,,,,18.71,"38,920",9.1,16.03,16.73,17.9,19.08,24.15,"33,340","34,800","37,240","39,680","50,230",,
AK,21820,"Fairbanks, AK",47-0000,Construction and Extraction Occupations,major,"2,490",5.5,68.043,1.69,31.52,"65,560",2.8,19.53,24,30.84,38.08,46.05,"40,620","49,920","64,150","79,200","95,770",,
AK,21820,"Fairbanks, AK",49-0000,"Installation, Maintenance, and Repair Occupations",major,"1,940",5.8,52.908,1.36,29.23,"60,800",2.8,16.05,22.46,29.27,36.39,42.61,"33,380","46,710","60,870","75,690","88,630",,
AK,21820,"Fairbanks, AK",51-0000,Production Occupations,major,770,8.5,21.056,0.33,26.96,"56,070",4.1,13.56,18.48,26.69,34.23,41.39,"28,200","38,440","55,510","71,190","86,090",,
AK,21820,"Fairbanks, AK",53-0000,Transportation and Material Moving Occupations,major,"2,090",10.5,57.115,0.82,23.86,"49,620",7.7,10.73,14.02,20.42,30.29,44.27,"22,310","29,170","42,460","63,010","92,090",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",11-0000,Management Occupations,major,"1,230",6,28.562,0.56,44.85,"93,290",3.9,22.4,28.81,40.51,55.41,75.46,"46,580","59,930","84,260","115,250","156,970",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",13-0000,Business and Financial Operations Occupations,major,"1,260",4.5,29.332,0.56,29.99,"62,370",4.3,16.62,22.17,28.72,35.71,42.79,"34,570","46,110","59,740","74,270","89,010",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",15-0000,Computer and Mathematical Occupations,major,350,17.8,8.056,0.27,26.99,"56,150",8.5,13.12,14.93,26.01,34.94,43.91,"27,290","31,040","54,090","72,670","91,340",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",17-0000,Architecture and Engineering Occupations,major,430,9.3,9.868,0.56,35.5,"73,830",3.1,18.22,26.11,34.74,44.4,52.79,"37,910","54,320","72,260","92,340","109,800",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",19-0000,"Life, Physical, and Social Science Occupations",major,130,7.8,3.104,0.39,28.18,"58,610",4.5,17.9,21.16,25.9,33.78,41.63,"37,230","44,020","53,860","70,260","86,600",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",21-0000,Community and Social Service Occupations,major,460,9.5,10.696,0.73,20.22,"42,060",2.9,11,15.25,19.02,25.64,30.02,"22,880","31,720","39,570","53,330","62,430",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",23-0000,Legal Occupations,major,120,18.7,2.856,0.37,24.2,"50,330",7.3,11.32,15.89,20.42,27.88,46.75,"23,550","33,050","42,470","57,990","97,250",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",25-0000,"Education, Training, and Library Occupations",major,"2,430",8.2,56.359,0.92,24.67,"51,320",6.8,10.19,19.29,23.9,29.46,38.11,"21,190","40,120","49,720","61,280","79,280",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,490,29.4,11.39,0.84,16.73,"34,790",7.9,9.16,12.35,13.89,17.92,27.88,"19,060","25,680","28,900","37,260","57,980",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,"3,140",7.4,72.949,1.22,28.17,"58,590",4.3,12.38,15.86,22.36,30.2,46.76,"25,750","32,980","46,500","62,820","97,260",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",31-0000,Healthcare Support Occupations,major,"1,260",15.3,29.323,1.02,12.52,"26,030",3.2,8.17,9.17,11.54,14.22,18.32,"17,000","19,080","24,000","29,580","38,110",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",33-0000,Protective Service Occupations,major,970,10,22.501,0.94,16.93,"35,220",5.5,8.37,9.91,16.8,21.71,26.81,"17,420","20,600","34,930","45,150","55,760",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",35-0000,Food Preparation and Serving Related Occupations,major,"4,540",4,105.387,1.14,10.06,"20,920",2.1,7.82,8.29,9.07,10.84,14.26,"16,260","17,230","18,860","22,550","29,660",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"1,140",9.4,26.498,0.85,11.08,"23,050",2.4,7.96,8.65,10.05,12,16.48,"16,550","18,000","20,910","24,950","34,270",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",39-0000,Personal Care and Service Occupations,major,"1,030",8.8,23.791,0.66,10.11,"21,030",2.9,7.78,8.21,8.92,10.1,14.96,"16,180","17,070","18,550","21,010","31,120",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",41-0000,Sales and Related Occupations,major,"4,730",4.2,109.732,1.08,14.16,"29,460",5,7.85,8.51,10.08,15.96,24.39,"16,330","17,700","20,960","33,190","50,740",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",43-0000,Office and Administrative Support Occupations,major,"6,130",4.6,142.117,0.92,15.65,"32,540",2.7,8.88,10.9,14.42,19.37,24.13,"18,470","22,680","30,000","40,290","50,180",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,40,18.9,0.828,0.25,21.08,"43,850",6.2,13.7,17.51,21.62,24.68,28.43,"28,500","36,420","44,960","51,340","59,130",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",47-0000,Construction and Extraction Occupations,major,"1,000",7.1,23.241,0.58,19.15,"39,820",2.8,11.3,13.89,18.23,23.51,28.14,"23,510","28,900","37,920","48,910","58,530",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,"2,660",4.7,61.659,1.59,21.43,"44,580",3.9,11.94,17.11,22.45,24.77,28.75,"24,840","35,590","46,690","51,530","59,800",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",51-0000,Production Occupations,major,"6,210",7,144.112,2.28,16.69,"34,720",4.3,9.53,11.94,15.4,20.7,24.81,"19,820","24,830","32,020","43,050","51,600",,
AL,11500,"Anniston-Oxford-Jacksonville, AL",53-0000,Transportation and Material Moving Occupations,major,"3,350",7,77.642,1.11,13.94,"29,010",3.7,8.33,9.38,12.77,17.08,22.44,"17,340","19,500","26,570","35,530","46,680",,
AL,12220,"Auburn-Opelika, AL",11-0000,Management Occupations,major,"2,080",3.6,36.935,0.72,51.18,"106,460",4.1,25.29,34.27,45.19,60.5,85.47,"52,600","71,290","93,990","125,850","177,770",,
AL,12220,"Auburn-Opelika, AL",13-0000,Business and Financial Operations Occupations,major,"1,390",4.9,24.627,0.47,28.57,"59,420",2.5,16.09,20.17,26.5,34.73,44.41,"33,460","41,950","55,130","72,240","92,370",,
AL,12220,"Auburn-Opelika, AL",15-0000,Computer and Mathematical Occupations,major,790,5,13.972,0.47,31.49,"65,500",3.8,16.77,24.3,29.85,37.38,46.81,"34,890","50,540","62,090","77,740","97,360",,
AL,12220,"Auburn-Opelika, AL",17-0000,Architecture and Engineering Occupations,major,730,9.1,12.881,0.73,34.26,"71,260",3.5,18.86,25.02,31.86,39.79,55.29,"39,230","52,050","66,280","82,770","115,000",,
AL,12220,"Auburn-Opelika, AL",19-0000,"Life, Physical, and Social Science Occupations",major,460,4.9,8.074,1,27.38,"56,950",4.3,14.65,17.64,23.14,30.96,44.02,"30,460","36,700","48,140","64,400","91,570",,
AL,12220,"Auburn-Opelika, AL",21-0000,Community and Social Service Occupations,major,560,5.9,9.87,0.67,21.81,"45,360",2.7,14.05,17.01,20.84,26.33,31.27,"29,230","35,390","43,360","54,770","65,050",,
AL,12220,"Auburn-Opelika, AL",23-0000,Legal Occupations,major,100,31.6,1.774,0.23,43.73,"90,950",23.8,16.46,18.97,29.61,47.94,#,"34,230","39,470","61,580","99,720",#,,
AL,12220,"Auburn-Opelika, AL",25-0000,"Education, Training, and Library Occupations",major,"4,780",3.3,84.756,1.38,35.57,"73,970",13.1,10.49,21.17,28.51,46.57,67.08,"21,820","44,040","59,310","96,860","139,520",,
AL,12220,"Auburn-Opelika, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,660,8.9,11.649,0.86,27.42,"57,040",14.6,8.95,12.27,20.21,30.41,47.2,"18,610","25,520","42,030","63,260","98,170",,
AL,12220,"Auburn-Opelika, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,"2,890",3.5,51.187,0.86,31.82,"66,180",6.6,12.38,16.25,23.57,32.63,58.71,"25,750","33,810","49,020","67,860","122,110",,
AL,12220,"Auburn-Opelika, AL",31-0000,Healthcare Support Occupations,major,"1,430",6,25.383,0.88,11.9,"24,740",2.1,8.34,9.44,11.1,13.5,15.77,"17,350","19,640","23,080","28,080","32,800",,
AL,12220,"Auburn-Opelika, AL",33-0000,Protective Service Occupations,major,720,14.1,12.759,0.53,15.9,"33,070",6.8,8.46,9.79,15.81,19.48,25.65,"17,590","20,350","32,890","40,520","53,350",,
AL,12220,"Auburn-Opelika, AL",35-0000,Food Preparation and Serving Related Occupations,major,"7,010",4.2,124.299,1.34,10.08,"20,970",2.3,7.84,8.32,9.11,10.86,13.93,"16,310","17,300","18,960","22,600","28,980",,
AL,12220,"Auburn-Opelika, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"1,840",10.5,32.701,1.05,11.98,"24,920",3.1,8.1,8.86,10.54,14.04,19.03,"16,840","18,420","21,920","29,200","39,580",,
AL,12220,"Auburn-Opelika, AL",39-0000,Personal Care and Service Occupations,major,"1,940",6.7,34.461,0.95,11.3,"23,490",6.9,7.95,8.46,9.31,11.17,15.14,"16,540","17,600","19,360","23,230","31,500",,
AL,12220,"Auburn-Opelika, AL",41-0000,Sales and Related Occupations,major,"6,520",4.8,115.64,1.14,13.96,"29,040",3.1,7.87,8.54,10,15.36,23.92,"16,360","17,750","20,800","31,950","49,750",,
AL,12220,"Auburn-Opelika, AL",43-0000,Office and Administrative Support Occupations,major,"7,950",2.5,140.851,0.91,15.57,"32,380",3.1,9.02,10.98,14.47,18.9,23.96,"18,770","22,840","30,100","39,310","49,850",,
AL,12220,"Auburn-Opelika, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,110,24.2,1.881,0.57,20.26,"42,130",6.5,14.08,16.87,19.57,23.71,28.63,"29,290","35,090","40,700","49,320","59,550",,
AL,12220,"Auburn-Opelika, AL",47-0000,Construction and Extraction Occupations,major,"1,680",6.8,29.719,0.74,18.2,"37,860",2.8,9.76,12.56,16.57,21.88,30.01,"20,310","26,130","34,460","45,520","62,420",,
AL,12220,"Auburn-Opelika, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,"2,030",4.8,36.042,0.93,20.32,"42,260",2.1,12.02,15.34,19.18,24.12,31.15,"24,990","31,910","39,890","50,160","64,800",,
AL,12220,"Auburn-Opelika, AL",51-0000,Production Occupations,major,"7,060",8.1,125.21,1.98,14.16,"29,450",3,8.58,10,13.09,16.76,21.25,"17,850","20,810","27,220","34,850","44,200",,
AL,12220,"Auburn-Opelika, AL",53-0000,Transportation and Material Moving Occupations,major,"3,690",7.7,65.33,0.93,14.6,"30,360",4.8,8.32,9.76,12.31,18.27,23.35,"17,320","20,300","25,600","38,010","48,560",,
AL,13820,"Birmingham-Hoover, AL",11-0000,Management Occupations,major,"21,650",2.3,42.931,0.84,57.14,"118,850",1.3,26.17,35.46,49.36,69.71,98.06,"54,430","73,750","102,670","144,990","203,970",,
AL,13820,"Birmingham-Hoover, AL",13-0000,Business and Financial Operations Occupations,major,"23,660",2.3,46.908,0.89,34.2,"71,130",1.6,17.32,23.23,30.95,40.47,51.51,"36,020","48,330","64,370","84,180","107,150",,
AL,13820,"Birmingham-Hoover, AL",15-0000,Computer and Mathematical Occupations,major,"12,130",4.2,24.063,0.8,38.5,"80,080",1.3,21.11,28.13,37.53,47.42,58.08,"43,900","58,500","78,060","98,630","120,810",,
AL,13820,"Birmingham-Hoover, AL",17-0000,Architecture and Engineering Occupations,major,"7,450",4.9,14.768,0.84,38.25,"79,550",2.1,19.6,26.71,36.21,47.49,60.08,"40,770","55,560","75,310","98,770","124,960",,
AL,13820,"Birmingham-Hoover, AL",19-0000,"Life, Physical, and Social Science Occupations",major,"2,110",4.6,4.178,0.52,30.33,"63,090",4.7,16.93,20.72,25.53,34.47,49.53,"35,210","43,100","53,100","71,700","103,030",,
AL,13820,"Birmingham-Hoover, AL",21-0000,Community and Social Service Occupations,major,"4,510",4.9,8.944,0.61,21.63,"44,980",2.4,12.61,15.96,20.67,26.87,32.76,"26,230","33,200","43,000","55,880","68,140",,
AL,13820,"Birmingham-Hoover, AL",23-0000,Legal Occupations,major,"4,310",5.3,8.553,1.11,44.46,"92,480",5.4,15.88,22.89,31.51,59.02,89.29,"33,020","47,620","65,540","122,770","185,720",,
AL,13820,"Birmingham-Hoover, AL",25-0000,"Education, Training, and Library Occupations",major,"24,110",2,47.812,0.78,26.05,"54,180",9,9.15,16.75,24.12,29.1,38.3,"19,040","34,840","50,160","60,530","79,660",,
AL,13820,"Birmingham-Hoover, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"5,890",6.1,11.672,0.86,23.19,"48,230",3.9,8.8,12.18,18.37,28.26,39.83,"18,310","25,340","38,210","58,790","82,850",,
AL,13820,"Birmingham-Hoover, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,"43,340",1.6,85.933,1.44,37.11,"77,190",2.6,15.77,20.86,27.7,37.63,65.41,"32,790","43,380","57,610","78,270","136,050",,
AL,13820,"Birmingham-Hoover, AL",31-0000,Healthcare Support Occupations,major,"13,780",5.4,27.323,0.95,13.27,"27,610",1.9,8.81,10.22,12.3,14.99,18.92,"18,330","21,260","25,580","31,180","39,360",,
AL,13820,"Birmingham-Hoover, AL",33-0000,Protective Service Occupations,major,"12,990",6.3,25.754,1.08,18.13,"37,700",5.7,8.51,9.97,16.02,24.07,30.58,"17,700","20,730","33,310","50,060","63,600",,
AL,13820,"Birmingham-Hoover, AL",35-0000,Food Preparation and Serving Related Occupations,major,"42,770",2.5,84.807,0.92,10.66,"22,160",1.6,7.89,8.45,9.38,11.67,15.07,"16,420","17,570","19,510","24,270","31,350",,
AL,13820,"Birmingham-Hoover, AL",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"14,520",3.7,28.801,0.93,12.27,"25,530",2.5,8.18,9.15,10.89,13.41,18.19,"17,020","19,040","22,660","27,890","37,830",,
AL,13820,"Birmingham-Hoover, AL",39-0000,Personal Care and Service Occupations,major,"12,660",5,25.097,0.69,11.51,"23,950",2.4,7.91,8.47,9.4,12.68,18.7,"16,460","17,610","19,560","26,380","38,900",,
AL,13820,"Birmingham-Hoover, AL",41-0000,Sales and Related Occupations,major,"60,570",2.2,120.115,1.18,19.4,"40,340",2.4,8.17,9.3,13.28,23.49,37.38,"17,000","19,350","27,620","48,860","77,750",,
AL,13820,"Birmingham-Hoover, AL",43-0000,Office and Administrative Support Occupations,major,"82,660",1.5,163.909,1.06,17.54,"36,480",0.7,9.89,12.49,16.26,21.31,27.87,"20,580","25,990","33,830","44,320","57,970",,
AL,13820,"Birmingham-Hoover, AL",45-0000,"Farming, Fishing, and Forestry Occupations",major,390,16.1,0.774,0.23,18.61,"38,710",9.5,10.45,11.75,15.54,22.08,30.65,"21,730","24,440","32,320","45,940","63,750",,
AL,13820,"Birmingham-Hoover, AL",47-0000,Construction and Extraction Occupations,major,"20,310",3.4,40.279,1,21.07,"43,820",1.3,12.5,15.45,19.39,25.42,31.29,"26,010","32,130","40,330","52,870","65,090",,
AL,13820,"Birmingham-Hoover, AL",49-0000,"Installation, Maintenance, and Repair Occupations",major,"22,720",3.6,45.062,1.16,22.76,"47,350",1.2,12.66,16.18,21.41,28.33,35.52,"26,340","33,660","44,520","58,920","73,890",,
AL,13820,"Birmingham-Hoover, AL",51-0000,Production Occupations,major,"33,870",3,67.166,1.06,16.94,"35,240",1.6,9.74,11.69,15.28,20.01,26.89,"20,260","24,310","31,790","41,620","55,930",,
AL,13820,"Birmingham-Hoover, AL",53-0000,Transportation and Material Moving Occupations,major,"37,900",3.4,75.152,1.07,15.71,"32,680",1.5,8.74,10.44,13.89,18.86,26.02,"18,180","21,710","28,880","39,230","54,130",,
AL,19300,"Daphne-Fairhope-Foley, AL",11-0000,Management Occupations,major,"1,970",4.9,27.663,0.54,44.75,"93,070",3.2,20.3,28.19,38.55,50.91,73.87,"42,220","58,640","80,190","105,890","153,650",,
AL,19300,"Daphne-Fairhope-Foley, AL",13-0000,Business and Financial Operations Occupations,major,"1,640",9.8,23.095,0.44,29.39,"61,120",2.5,15.92,20.13,26.65,36.08,48.11,"33,120","41,860","55,440","75,040","100,060",,
AL,19300,"Daphne-Fairhope-Foley, AL",15-0000,Computer and Mathematical Occupations,major,310,9.9,4.287,0.14,29.01,"60,350",5.5,14.09,19.47,25.4,37.01,48.22,"29,310","40,500","52,820","76,990","100,300",,
AL,19300,"Daphne-Fairhope-Foley, AL",17-0000,Architecture and Engineering Occupations,major,480,6.6,6.674,0.38,32.1,"66,760",3.1,17.36,21.49,29.28,41.63,49.11,"36,110","44,700","60,910","86,580","102,150",,
AL,19300,"Daphne-Fairhope-Foley, AL",19-0000,"Life, Physical, and Social Science Occupations",major,160,7.4,2.29,0.28,28.27,"58,800",4,15.79,19.22,26.64,33.66,39.32,"32,850","39,970","55,400","70,020","81,790",,
AL,19300,"Daphne-Fairhope-Foley, AL",21-0000,Community and Social Service Occupations,major,500,3.8,6.998,0.48,20.42,"42,480",3.3,13.1,15.81,19.01,25.64,29.65,"27,250","32,880","39,550","53,320","61,660",,
AL,19300,"Daphne-Fairhope-Foley, AL",23-0000,Legal Occupations,major,280,16.8,4.002,0.52,37.93,"78,880",23.6,13.76,18.48,26.4,38.6,74.27,"28,620","38,440","54,920","80,290","154,480",,
AL,19300,"Daphne-Fairhope-Foley, AL",25-0000,"Education, Training, and Library Occupations",major,"4,010",3.2,56.328,0.92,18.64,"38,780",10.1,8.06,9.07,20.59,25.84,29.61,"16,760","18,860","42,830","53,740","61,590",,
AL,19300,"Daphne-Fairhope-Foley, AL",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,380,9.6,5.293,0.39,16.91,"35,170",8.9,8.77,10.45,13.31,17.66,25.67,"18,230","21,740","27,680","36,720","53,400",,
AL,19300,"Daphne-Fairhope-Foley, AL",29-0000,Healthcare Practitioners and Technical Occupations,major,"4,110",4.3,57.795,0.97,33.37,"69,420",6.5,13.27,18,24.57,31.64,61.52,"27,600","37,430","51,100","65,820","127,960",,
AL,19300,"Daphne-Fairhope-Foley, AL",31-0000,Healthcare Support Occupations,major,"2,060",11.7,28.928,1,12.88,"26,790",4.2,8.57,10,11.61,14.3,18.3,"17,820","20,790","24,150","29,740","38,060",,
