PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
NV,16180,"Carson City, NV",39-0000,Personal Care and Service Occupations,major,"1,100",11.8,39.032,1.08,12.79,"26,600",3.7,8.8,10.02,11.43,14.17,18.72,"18,300","20,830","23,770","29,470","38,950",,
NV,16180,"Carson City, NV",41-0000,Sales and Related Occupations,major,"2,500",5.1,88.919,0.87,17.19,"35,750",3.4,8.43,10.01,12.96,19.96,30.45,"17,530","20,810","26,950","41,520","63,340",,
NV,16180,"Carson City, NV",43-0000,Office and Administrative Support Occupations,major,"5,150",3.3,183.45,1.19,18.27,"37,990",2.1,11.38,14.14,17.55,21.79,26.45,"23,660","29,400","36,510","45,320","55,020",,
NV,16180,"Carson City, NV",47-0000,Construction and Extraction Occupations,major,890,8.3,31.637,0.79,21.65,"45,020",3,12.45,15.11,20.09,26.29,34.08,"25,900","31,440","41,780","54,690","70,890",,
NV,16180,"Carson City, NV",49-0000,"Installation, Maintenance, and Repair Occupations",major,"1,150",7.4,40.787,1.05,20.73,"43,120",4.2,10.09,15.45,20.6,25.72,30.37,"21,000","32,140","42,850","53,500","63,170",,
NV,16180,"Carson City, NV",51-0000,Production Occupations,major,"1,480",6.3,52.527,0.83,18.36,"38,180",2.1,11.21,13.56,17.28,22.12,27.52,"23,310","28,200","35,940","46,010","57,240",,
NV,16180,"Carson City, NV",53-0000,Transportation and Material Moving Occupations,major,920,7.8,32.769,0.47,15.58,"32,400",4,8.63,10.13,13.49,18.92,26.48,"17,940","21,060","28,060","39,350","55,070",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",11-0000,Management Occupations,major,"43,000",2.5,44.661,0.87,52.87,"109,970",1.4,24.82,32.5,45.03,62.66,91.66,"51,630","67,600","93,670","130,340","190,640",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",13-0000,Business and Financial Operations Occupations,major,"33,410",3,34.699,0.66,33.05,"68,750",1.8,17.72,22.82,29.25,37.99,49.3,"36,860","47,460","60,840","79,020","102,550",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",15-0000,Computer and Mathematical Occupations,major,"14,060",4.9,14.606,0.49,37.87,"78,760",3.2,18.78,24.04,35.83,48.89,60.01,"39,070","50,010","74,530","101,690","124,820",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",17-0000,Architecture and Engineering Occupations,major,"7,660",7.3,7.958,0.45,38.21,"79,480",2.1,19.63,27.28,36.3,46.98,59.6,"40,840","56,740","75,510","97,730","123,960",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",19-0000,"Life, Physical, and Social Science Occupations",major,"3,380",6.4,3.507,0.44,33.47,"69,620",2.7,15.91,22.39,30.45,41.68,54.04,"33,080","46,570","63,340","86,700","112,400",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",21-0000,Community and Social Service Occupations,major,"8,300",2.8,8.624,0.59,25.05,"52,110",2.9,13.84,18.92,23.66,30.19,37.37,"28,790","39,350","49,210","62,800","77,740",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",23-0000,Legal Occupations,major,"6,770",5.2,7.032,0.91,51.79,"107,710",3.7,21.66,29.21,44.65,63.69,91.65,"45,050","60,760","92,870","132,460","190,630",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",25-0000,"Education, Training, and Library Occupations",major,"37,150",1.3,38.587,0.63,23.06,"47,960",1.9,12.13,14.59,22.28,29.23,35.89,"25,220","30,350","46,330","60,800","74,650",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"15,580",5.3,16.185,1.2,25.64,"53,330",3.1,10.64,14.68,23.02,31.7,39.66,"22,130","30,520","47,870","65,940","82,500",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",29-0000,Healthcare Practitioners and Technical Occupations,major,"42,660",2.2,44.311,0.74,43.28,"90,030",2.4,17.17,26.76,38.5,49.16,67.32,"35,710","55,670","80,070","102,250","140,030",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",31-0000,Healthcare Support Occupations,major,"18,620",3.6,19.338,0.67,17.13,"35,630",1.7,10.87,13.24,16.18,19.57,24.47,"22,600","27,550","33,650","40,700","50,900",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",33-0000,Protective Service Occupations,major,"33,210",3.4,34.492,1.44,20.86,"43,400",4.2,9.68,11.97,16.48,25.41,42.23,"20,140","24,900","34,270","52,860","87,850",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",35-0000,Food Preparation and Serving Related Occupations,major,"150,740",1.4,156.582,1.69,13.14,"27,330",1.6,8.2,9.21,11.96,15.58,19.71,"17,060","19,150","24,880","32,410","41,000",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"58,020",3.9,60.262,1.94,14.87,"30,920",1.3,9.03,11.33,15.47,17.91,19.55,"18,780","23,570","32,180","37,260","40,660",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",39-0000,Personal Care and Service Occupations,major,"61,180",4.2,63.545,1.76,13.37,"27,810",1,8.03,8.77,10.61,15.25,23.77,"16,710","18,240","22,080","31,720","49,440",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",41-0000,Sales and Related Occupations,major,"107,340",2.2,111.497,1.09,16.81,"34,970",1.7,8.37,9.79,12.79,18.93,29.7,"17,420","20,360","26,600","39,370","61,770",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",43-0000,Office and Administrative Support Occupations,major,"148,040",1.6,153.776,1,17.38,"36,150",1,9.86,12.52,16.39,21.02,26.98,"20,510","26,050","34,090","43,720","56,110",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",45-0000,"Farming, Fishing, and Forestry Occupations",major,180,17,0.19,0.06,15.15,"31,520",5.7,9.02,11.09,13.75,17.1,24.88,"18,770","23,070","28,600","35,580","51,740",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",47-0000,Construction and Extraction Occupations,major,"44,950",2.5,46.686,1.16,23.74,"49,380",1.5,12.91,16.3,21.56,29.24,39.78,"26,860","33,900","44,850","60,810","82,740",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",49-0000,"Installation, Maintenance, and Repair Occupations",major,"32,930",3.4,34.21,0.88,24.5,"50,950",1.5,12.83,16.9,23.6,30.8,37.65,"26,680","35,150","49,080","64,060","78,310",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",51-0000,Production Occupations,major,"25,940",3.8,26.949,0.43,17.36,"36,110",1.8,9.9,11.44,15.15,20.75,28.65,"20,600","23,800","31,510","43,150","59,590",,
NV,29820,"Las Vegas-Henderson-Paradise, NV",53-0000,Transportation and Material Moving Occupations,major,"69,610",2.7,72.304,1.03,17.96,"37,370",6.1,9.02,10.83,14.39,20.44,28.38,"18,750","22,520","29,930","42,510","59,030",,
NV,39900,"Reno, NV",11-0000,Management Occupations,major,"11,400",2.4,50.875,1,52.91,"110,050",2,25.39,33.09,45.06,61.9,91.05,"52,810","68,830","93,710","128,760","189,380",,
NV,39900,"Reno, NV",13-0000,Business and Financial Operations Occupations,major,"8,780",3.6,39.191,0.75,34.34,"71,430",2.6,17.03,22.79,29.39,38.07,51.14,"35,430","47,400","61,120","79,190","106,380",,
NV,39900,"Reno, NV",15-0000,Computer and Mathematical Occupations,major,"3,740",4.9,16.667,0.56,34.3,"71,340",3.2,17.63,23.31,32.65,42.41,54.66,"36,660","48,490","67,910","88,200","113,700",,
NV,39900,"Reno, NV",17-0000,Architecture and Engineering Occupations,major,"2,780",5.2,12.385,0.7,38.91,"80,930",3.5,18.13,25.67,34.73,47.06,60.2,"37,700","53,390","72,240","97,880","125,220",,
NV,39900,"Reno, NV",19-0000,"Life, Physical, and Social Science Occupations",major,"2,580",3.6,11.514,1.43,29.55,"61,460",3.4,15.25,19.55,25.46,36.46,48.55,"31,720","40,670","52,950","75,840","100,980",,
NV,39900,"Reno, NV",21-0000,Community and Social Service Occupations,major,"2,630",5,11.734,0.8,24.85,"51,690",3.1,14.36,18.46,24.79,30.1,36.86,"29,870","38,390","51,560","62,600","76,660",,
NV,39900,"Reno, NV",23-0000,Legal Occupations,major,"1,220",8,5.433,0.71,57.6,"119,810",11.6,21.09,27.67,49.16,73.95,#,"43,880","57,560","102,240","153,810",#,,
NV,39900,"Reno, NV",25-0000,"Education, Training, and Library Occupations",major,"11,630",2.1,51.894,0.85,25.23,"52,480",7,10.82,15.91,25.11,29.27,36.14,"22,510","33,100","52,230","60,890","75,170",,
NV,39900,"Reno, NV",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,900",9.8,12.947,0.96,24.81,"51,610",5,10.75,14.96,20.51,29.88,43.98,"22,370","31,110","42,650","62,140","91,480",,
NV,39900,"Reno, NV",29-0000,Healthcare Practitioners and Technical Occupations,major,"11,160",3.3,49.797,0.83,43.42,"90,320",3.5,17.15,26.09,35.63,46.47,81.95,"35,670","54,260","74,110","96,670","170,450",,
NV,39900,"Reno, NV",31-0000,Healthcare Support Occupations,major,"4,420",5.4,19.74,0.68,16.44,"34,200",1.6,10.98,13.38,16.16,18.72,22.63,"22,830","27,820","33,620","38,940","47,080",,
NV,39900,"Reno, NV",33-0000,Protective Service Occupations,major,"4,400",14.2,19.639,0.82,21.5,"44,720",8,9.04,11.27,17.8,29.46,38.49,"18,790","23,440","37,030","61,280","80,060",,
NV,39900,"Reno, NV",35-0000,Food Preparation and Serving Related Occupations,major,"23,440",2.9,104.563,1.13,10.85,"22,570",1.5,7.92,8.49,9.51,11.99,15.07,"16,460","17,670","19,770","24,930","31,350",,
NV,39900,"Reno, NV",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"8,900",3.9,39.693,1.28,12.51,"26,030",2.5,8.43,9.53,11.39,14.45,18.13,"17,530","19,820","23,680","30,060","37,710",,
NV,39900,"Reno, NV",39-0000,Personal Care and Service Occupations,major,"9,460",4.6,42.225,1.17,12.61,"26,230",2.5,8.11,8.96,10.58,13.46,20.45,"16,880","18,640","22,000","27,990","42,540",,
NV,39900,"Reno, NV",41-0000,Sales and Related Occupations,major,"23,160",3.3,103.351,1.01,18.17,"37,800",2.4,8.28,9.54,12.3,20.04,33.83,"17,210","19,850","25,580","41,690","70,370",,
NV,39900,"Reno, NV",43-0000,Office and Administrative Support Occupations,major,"36,810",3,164.237,1.07,17.96,"37,360",1.1,10.91,13.33,16.79,21.52,27.86,"22,680","27,720","34,930","44,760","57,950",,
NV,39900,"Reno, NV",45-0000,"Farming, Fishing, and Forestry Occupations",major,200,24.5,0.913,0.28,14.81,"30,810",3,12.22,12.88,13.96,15.1,19.54,"25,420","26,790","29,030","31,400","40,630",,
NV,39900,"Reno, NV",47-0000,Construction and Extraction Occupations,major,"13,540",4.4,60.391,1.5,23.78,"49,470",2,13.81,17.18,22.38,29.09,36.49,"28,730","35,730","46,560","60,520","75,900",,
NV,39900,"Reno, NV",49-0000,"Installation, Maintenance, and Repair Occupations",major,"8,520",3.9,38.005,0.98,21.78,"45,310",1.6,12.26,15.54,20.59,27.17,33.33,"25,500","32,330","42,830","56,510","69,320",,
NV,39900,"Reno, NV",51-0000,Production Occupations,major,"12,530",4.8,55.913,0.88,16.63,"34,590",1.9,10.05,11.91,14.71,19.29,27.03,"20,890","24,760","30,600","40,130","56,230",,
NV,39900,"Reno, NV",53-0000,Transportation and Material Moving Occupations,major,"19,920",3.8,88.893,1.27,17.1,"35,560",2,10.05,12.45,14.96,21.13,26.94,"20,910","25,900","31,120","43,950","56,040",,
NY,10580,"Albany-Schenectady-Troy, NY",11-0000,Management Occupations,major,"23,000",2.4,51.315,1,56.3,"117,100",1.1,28.21,37.24,49.62,66.35,92.25,"58,670","77,460","103,220","138,000","191,880",,
NY,10580,"Albany-Schenectady-Troy, NY",13-0000,Business and Financial Operations Occupations,major,"26,440",2.1,59.005,1.13,34.75,"72,280",1.1,20.01,24.95,31.97,41.22,52.02,"41,630","51,890","66,500","85,750","108,200",,
NY,10580,"Albany-Schenectady-Troy, NY",15-0000,Computer and Mathematical Occupations,major,"16,050",3.9,35.806,1.2,37.51,"78,020",1.2,21.45,27.95,36.38,45.42,54.38,"44,630","58,130","75,680","94,480","113,120",,
NY,10580,"Albany-Schenectady-Troy, NY",17-0000,Architecture and Engineering Occupations,major,"10,650",4.1,23.76,1.35,41.85,"87,040",2.4,23.97,30.95,39.76,51.16,62.74,"49,850","64,370","82,690","106,420","130,490",,
NY,10580,"Albany-Schenectady-Troy, NY",19-0000,"Life, Physical, and Social Science Occupations",major,"6,740",12.9,15.037,1.87,34.62,"72,010",3.5,15,21.79,32.31,44.53,56.59,"31,200","45,320","67,200","92,620","117,720",,
NY,10580,"Albany-Schenectady-Troy, NY",21-0000,Community and Social Service Occupations,major,"9,770",6.1,21.79,1.48,24.9,"51,800",2.5,13.03,16.83,23.66,31.1,38.97,"27,090","35,000","49,220","64,690","81,060",,
NY,10580,"Albany-Schenectady-Troy, NY",23-0000,Legal Occupations,major,"5,400",4.1,12.046,1.57,45.12,"93,850",2.9,21.65,27.89,40.31,55.87,74.92,"45,030","58,010","83,840","116,210","155,840",,
NY,10580,"Albany-Schenectady-Troy, NY",25-0000,"Education, Training, and Library Occupations",major,"35,520",3.5,79.257,1.29,28.45,"59,170",5.2,10.96,14.91,23.83,35.44,47.68,"22,800","31,020","49,560","73,710","99,180",,
NY,10580,"Albany-Schenectady-Troy, NY",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"5,350",6.1,11.929,0.88,29.27,"60,880",2.6,12.51,17.4,25.12,34.61,48.59,"26,020","36,200","52,260","71,980","101,070",,
NY,10580,"Albany-Schenectady-Troy, NY",29-0000,Healthcare Practitioners and Technical Occupations,major,"29,040",1.9,64.797,1.09,36.68,"76,290",2.6,16.94,22.93,30.32,39.88,62.06,"35,230","47,700","63,070","82,950","129,080",,
NY,10580,"Albany-Schenectady-Troy, NY",31-0000,Healthcare Support Occupations,major,"13,150",7.9,29.349,1.02,14.43,"30,010",1.2,10.4,11.52,13.55,16.31,19.73,"21,640","23,970","28,190","33,920","41,040",,
NY,10580,"Albany-Schenectady-Troy, NY",33-0000,Protective Service Occupations,major,"9,210",5.5,20.547,0.86,25.72,"53,500",6.5,10.54,14.26,23.22,34.22,46.11,"21,930","29,670","48,300","71,180","95,900",,
NY,10580,"Albany-Schenectady-Troy, NY",35-0000,Food Preparation and Serving Related Occupations,major,"36,400",1.6,81.223,0.88,12.62,"26,260",1.5,9.71,9.84,11.18,13.74,17.99,"20,210","20,470","23,260","28,580","37,410",,
NY,10580,"Albany-Schenectady-Troy, NY",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"15,620",4,34.857,1.12,14.07,"29,270",2.1,9.82,10.76,12.61,15.94,20.8,"20,420","22,370","26,220","33,160","43,270",,
NY,10580,"Albany-Schenectady-Troy, NY",39-0000,Personal Care and Service Occupations,major,"15,680",5.6,34.976,0.97,13.72,"28,530",1.7,9.73,10.28,11.99,15.32,20,"20,230","21,380","24,950","31,870","41,590",,
NY,10580,"Albany-Schenectady-Troy, NY",41-0000,Sales and Related Occupations,major,"40,180",2,89.646,0.88,18.85,"39,220",2.4,9.71,10.42,12.99,21.55,35.33,"20,190","21,670","27,010","44,820","73,480",,
NY,10580,"Albany-Schenectady-Troy, NY",43-0000,Office and Administrative Support Occupations,major,"75,260",2.1,167.935,1.09,19.56,"40,680",0.6,11.2,13.98,18.04,23.49,29.66,"23,290","29,080","37,520","48,860","61,700",,
NY,10580,"Albany-Schenectady-Troy, NY",45-0000,"Farming, Fishing, and Forestry Occupations",major,190,17.6,0.432,0.13,18.35,"38,170",7.2,10.23,11.42,14.5,22.43,34.37,"21,280","23,750","30,160","46,660","71,500",,
NY,10580,"Albany-Schenectady-Troy, NY",47-0000,Construction and Extraction Occupations,major,"17,140",3.4,38.248,0.95,25.44,"52,920",1.8,14.98,18.05,23.78,30.99,39.32,"31,150","37,550","49,470","64,470","81,790",,
NY,10580,"Albany-Schenectady-Troy, NY",49-0000,"Installation, Maintenance, and Repair Occupations",major,"16,110",3.5,35.95,0.93,24.63,"51,240",2,12.72,16.73,22.82,30.66,40.14,"26,450","34,800","47,470","63,770","83,500",,
NY,10580,"Albany-Schenectady-Troy, NY",51-0000,Production Occupations,major,"17,490",9.3,39.018,0.62,20.18,"41,970",2,11.07,13.74,18.15,24.37,31.83,"23,020","28,570","37,750","50,680","66,210",,
NY,10580,"Albany-Schenectady-Troy, NY",53-0000,Transportation and Material Moving Occupations,major,"23,790",3.6,53.075,0.76,17.55,"36,490",1.2,10.15,12.29,16.45,21.31,26.16,"21,120","25,550","34,210","44,330","54,410",,
NY,13780,"Binghamton, NY",11-0000,Management Occupations,major,"3,870",5,38.534,0.75,51.97,"108,100",2.6,24.01,33.34,44.95,62.43,88.87,"49,950","69,350","93,500","129,840","184,850",,
NY,13780,"Binghamton, NY",13-0000,Business and Financial Operations Occupations,major,"3,760",4.8,37.359,0.71,32.25,"67,070",2.5,18,22.65,29.06,38.17,49.41,"37,450","47,120","60,450","79,390","102,770",,
NY,13780,"Binghamton, NY",15-0000,Computer and Mathematical Occupations,major,"2,290",8,22.726,0.76,41.26,"85,830",4.4,21.05,27.52,37.75,52.75,68.17,"43,780","57,240","78,520","109,720","141,790",,
NY,13780,"Binghamton, NY",17-0000,Architecture and Engineering Occupations,major,"2,010",7.1,19.984,1.13,34.84,"72,470",4.2,16.81,23.2,33.08,44.62,57.34,"34,970","48,270","68,810","92,810","119,260",,
NY,13780,"Binghamton, NY",19-0000,"Life, Physical, and Social Science Occupations",major,540,4,5.353,0.66,28.8,"59,910",11.7,10.43,11.55,21.68,36.09,53,"21,700","24,030","45,080","75,060","110,240",,
NY,13780,"Binghamton, NY",21-0000,Community and Social Service Occupations,major,"2,160",7.1,21.466,1.46,21.27,"44,230",3.2,12.56,14.94,19.74,26.72,31.51,"26,130","31,080","41,070","55,580","65,540",,
NY,13780,"Binghamton, NY",23-0000,Legal Occupations,major,580,4.7,5.782,0.75,38.34,"79,740",5.8,17.55,22.86,33.07,48.23,72.77,"36,510","47,540","68,790","100,320","151,360",,
NY,13780,"Binghamton, NY",25-0000,"Education, Training, and Library Occupations",major,"9,510",7.2,94.543,1.54,26.2,"54,500",5.8,9.73,13.43,23.51,32.29,47.31,"20,250","27,920","48,890","67,160","98,410",,
NY,13780,"Binghamton, NY",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"1,010",9.7,10.044,0.74,22.71,"47,240",5.7,9.71,13.03,19.74,26.67,39.88,"20,200","27,100","41,060","55,470","82,950",,
NY,13780,"Binghamton, NY",29-0000,Healthcare Practitioners and Technical Occupations,major,"6,930",21.1,68.896,1.15,34.85,"72,480",3,16.24,21.39,28.34,38.44,57.02,"33,780","44,490","58,950","79,950","118,600",,
NY,13780,"Binghamton, NY",31-0000,Healthcare Support Occupations,major,"3,460",13.9,34.428,1.19,14.56,"30,290",2.4,10.31,11.59,13.57,15.57,20.07,"21,450","24,110","28,220","32,380","41,740",,
NY,13780,"Binghamton, NY",33-0000,Protective Service Occupations,major,"1,990",6.7,19.804,0.83,22.95,"47,730",5.6,9.72,11.68,21.14,32.33,38.66,"20,230","24,300","43,970","67,240","80,420",,
NY,13780,"Binghamton, NY",35-0000,Food Preparation and Serving Related Occupations,major,"8,980",3.3,89.275,0.96,11.61,"24,150",1.5,9.71,9.76,10.44,11.93,15.2,"20,190","20,290","21,730","24,800","31,620",,
NY,13780,"Binghamton, NY",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"3,990",4.4,39.633,1.28,13.35,"27,760",2.6,9.71,9.85,11.67,15.26,18.99,"20,210","20,490","24,260","31,750","39,510",,
NY,13780,"Binghamton, NY",39-0000,Personal Care and Service Occupations,major,"4,090",6.1,40.675,1.12,13.62,"28,320",4.1,9.78,10.37,11.78,15.06,20.82,"20,350","21,570","24,490","31,320","43,310",,
NY,13780,"Binghamton, NY",41-0000,Sales and Related Occupations,major,"9,740",4.2,96.833,0.95,16.86,"35,070",3.4,9.7,9.71,11.7,18.8,29.92,"20,180","20,200","24,340","39,100","62,230",,
NY,13780,"Binghamton, NY",43-0000,Office and Administrative Support Occupations,major,"14,990",4.1,149.07,0.97,17.08,"35,530",1.3,10.24,12.29,15.58,20.36,26.56,"21,290","25,560","32,400","42,350","55,240",,
NY,13780,"Binghamton, NY",45-0000,"Farming, Fishing, and Forestry Occupations",major,80,31,0.795,0.24,16.71,"34,750",7.3,10.27,11.7,14.57,18.97,23.58,"21,350","24,330","30,300","39,450","49,050",,
NY,13780,"Binghamton, NY",47-0000,Construction and Extraction Occupations,major,"3,920",5.3,38.983,0.97,24.18,"50,290",3.1,12.13,16.55,22.24,29.93,39.39,"25,230","34,420","46,260","62,250","81,940",,
NY,13780,"Binghamton, NY",49-0000,"Installation, Maintenance, and Repair Occupations",major,"3,720",8,37.037,0.95,23.04,"47,920",4.1,11.45,15.1,20.74,29,40.33,"23,820","31,400","43,140","60,320","83,890",,
NY,13780,"Binghamton, NY",51-0000,Production Occupations,major,"5,530",7.9,55.019,0.87,16.86,"35,070",2.4,10.3,11.73,14.72,19.75,26.36,"21,410","24,390","30,620","41,070","54,830",,
NY,13780,"Binghamton, NY",53-0000,Transportation and Material Moving Occupations,major,"7,420",3.6,73.763,1.05,15.62,"32,480",1.9,9.8,11.05,14.16,18.33,23.9,"20,380","22,980","29,440","38,120","49,710",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",11-0000,Management Occupations,major,"22,860",2.9,41.742,0.82,56.37,"117,250",1.6,24.88,34.77,48.13,67.71,98.93,"51,760","72,320","100,110","140,830","205,780",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",13-0000,Business and Financial Operations Occupations,major,"25,110",3.4,45.841,0.87,33.96,"70,640",1.4,17.77,23.44,30.43,40.55,51.02,"36,970","48,760","63,300","84,350","106,120",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",15-0000,Computer and Mathematical Occupations,major,"13,710",4.7,25.03,0.84,35.36,"73,560",1.6,17.95,24.2,33.22,43.93,55.36,"37,330","50,330","69,110","91,380","115,160",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",17-0000,Architecture and Engineering Occupations,major,"7,710",4.9,14.071,0.8,36.57,"76,070",1.4,20.46,26.63,34.78,45.33,56.38,"42,550","55,390","72,340","94,280","117,260",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",19-0000,"Life, Physical, and Social Science Occupations",major,"4,610",7.9,8.422,1.05,28.08,"58,420",6.3,10.46,15.36,23.86,35.86,48.71,"21,750","31,960","49,630","74,580","101,310",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",21-0000,Community and Social Service Occupations,major,"10,930",3.1,19.959,1.36,22.07,"45,900",2.3,11.86,15.32,20.35,27.35,35.43,"24,660","31,860","42,320","56,890","73,700",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",23-0000,Legal Occupations,major,"4,590",6,8.372,1.09,44.77,"93,120",3.5,18.97,25.52,36.97,56.74,79.4,"39,460","53,080","76,900","118,010","165,150",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-0000,"Education, Training, and Library Occupations",major,"41,040",5,74.928,1.22,26.25,"54,600",2.6,10.32,13.61,23.22,35.64,46.36,"21,460","28,300","48,290","74,130","96,430",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"5,890",6.5,10.749,0.8,25.81,"53,680",3.3,10.76,14.37,21.53,29.99,43.53,"22,380","29,880","44,790","62,370","90,540",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",29-0000,Healthcare Practitioners and Technical Occupations,major,"35,340",4.8,64.51,1.08,38.66,"80,400",3.5,16.67,22.57,31.1,42.83,62.06,"34,670","46,940","64,680","89,080","129,080",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",31-0000,Healthcare Support Occupations,major,"15,090",7.4,27.551,0.95,15.37,"31,980",1.6,10.66,12.26,14.58,17.85,21.27,"22,170","25,500","30,340","37,120","44,250",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",33-0000,Protective Service Occupations,major,"15,280",3.1,27.888,1.17,22.44,"46,670",7.3,9.85,11.34,18,32.88,38.97,"20,500","23,600","37,440","68,380","81,060",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",35-0000,Food Preparation and Serving Related Occupations,major,"53,770",1.9,98.164,1.06,12.12,"25,220",1.3,9.72,9.81,10.86,12.89,16.96,"20,210","20,400","22,600","26,820","35,280",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"17,350",4.1,31.677,1.02,14.51,"30,170",1.6,9.77,10.75,13.23,16.98,21.41,"20,330","22,350","27,520","35,310","44,520",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",39-0000,Personal Care and Service Occupations,major,"21,920",4.5,40.02,1.11,13,"27,040",1.7,9.73,10.12,11.44,14.22,19,"20,230","21,050","23,800","29,570","39,520",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",41-0000,Sales and Related Occupations,major,"58,060",2.8,105.99,1.04,18.86,"39,230",2.6,9.71,10.01,12.37,21.08,34.47,"20,190","20,820","25,720","43,850","71,700",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",43-0000,Office and Administrative Support Occupations,major,"89,690",1.8,163.744,1.06,18.14,"37,730",0.9,10.49,12.99,16.84,21.8,28.15,"21,830","27,020","35,030","45,340","58,550",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",45-0000,"Farming, Fishing, and Forestry Occupations",major,50,21,0.088,0.03,21.61,"44,950",4.8,10.23,12.17,20.6,29.24,35.16,"21,280","25,320","42,840","60,820","73,140",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",47-0000,Construction and Extraction Occupations,major,"19,230",2.9,35.116,0.87,24.56,"51,090",1.8,12.88,16.5,23.05,31.02,38.11,"26,790","34,320","47,950","64,520","79,270",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",49-0000,"Installation, Maintenance, and Repair Occupations",major,"20,380",3.6,37.209,0.96,22.76,"47,350",1.3,12.67,16.13,21.42,28.06,35.93,"26,350","33,550","44,550","58,360","74,740",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",51-0000,Production Occupations,major,"34,370",3.9,62.748,0.99,19.46,"40,480",1.4,10.91,13.29,17.86,23.96,30.3,"22,690","27,640","37,140","49,840","63,020",,
NY,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",53-0000,Transportation and Material Moving Occupations,major,"30,770",2.8,56.181,0.8,16.89,"35,130",1.6,9.85,11.23,14.98,20.54,26.26,"20,480","23,350","31,160","42,730","54,610",,
NY,20524,"Dutchess County-Putnam County, NY Metropolitan Division",11-0000,Management Occupations,major,"5,760",5.9,41.557,0.81,58.42,"121,510",3.1,24.98,35.31,49.49,72.69,#,"51,960","73,450","102,950","151,190",#,,
NY,20524,"Dutchess County-Putnam County, NY Metropolitan Division",13-0000,Business and Financial Operations Occupations,major,"4,590",14,33.087,0.63,37.35,"77,690",2.3,16.63,23.8,32.36,45.87,60.16,"34,600","49,490","67,320","95,410","125,140",,
